,location,total_sqft,bath,balcony,price,bedrooms
1820,Marathahalli,1020,2,0,5076.45,5
1821,HSR Layout,1078,3,0,7688.23,5
1822,Koramangala,779,4,1,8013.79,1
1823,Jayanagar,1749,1,1,10763.94,5
1824,Whitefield,1453,2,0,6745.6,5
1825,Whitefield,1195,2,2,6523.23,2
1826,Electronic City,967,2,1,3952.26,2
1827,Electronic City,1358,3,3,7721.83,4
1828,Koramangala,1347,5,1,11666.78,5
1829,Koramangala,942,5,3,6130.83,1
1830,Jayanagar,666,3,1,4848.28,1
1831,Whitefield,869,5,0,5858.98,1
1832,Indira Nagar,1575,2,2,14795.57,4
1833,HSR Layout,692,1,3,5278.91,1
1834,Koramangala,1098,2,1,7474.77,5
1835,Marathahalli,1018,2,0,5485.59,2
1836,Koramangala,1218,3,1,11676.42,5
1837,Koramangala,1489,1,2,12636.16,5
1838,Electronic City,1489,5,2,6288.33,4
1839,HSR Layout,1577,2,2,7432.59,2
1840,Whitefield,1664,2,2,11875.68,3
1841,Jayanagar,1029,2,2,7000.68,5
1842,HSR Layout,940,3,0,6206.1,3
1843,BTM Layout,1251,1,0,8865.47,2
1844,Whitefield,1189,3,0,6985.83,1
1845,Electronic City,1421,5,0,5979.77,1
1846,Jayanagar,952,5,2,7455.24,3
1847,Whitefield,1612,5,3,6623.81,2
1848,Marathahalli,1369,3,1,7125.33,4
1849,Jayanagar,1805,2,3,13802.11,5
1850,Koramangala,652,2,2,6064.1,1
1851,HSR Layout,1389,5,0,7875.95,4
1852,HSR Layout,1680,4,1,9475.55,3
1853,Jayanagar,946,1,1,6181.2,2
1854,Marathahalli,1766,4,3,10112.33,5
1855,Whitefield,1790,5,2,11752.3,3
1856,Marathahalli,1560,3,3,8904.48,5
1857,Electronic City,1152,2,1,3827.01,4
1858,Electronic City,1537,5,2,6041.04,2
1859,Whitefield,1214,4,0,6689.26,3
1860,Koramangala,856,4,1,8042.82,1
1861,Jayanagar,728,3,2,5711.26,2
1862,BTM Layout,1636,2,3,8413.38,2
1863,HSR Layout,1685,5,2,7995.75,5
1864,Electronic City,1100,4,3,4193.59,3
1865,Marathahalli,1747,4,3,10641.01,3
1866,Marathahalli,1125,3,1,6341.12,1
1867,Koramangala,1150,1,0,11285.74,3
1868,Indira Nagar,855,3,1,4923.01,2
1869,Marathahalli,1202,1,2,4635.88,2
1870,Koramangala,1979,5,2,20482.09,5
1871,Whitefield,1308,3,2,5880.42,1
1872,Whitefield,1396,5,3,6064.36,2
1873,Indira Nagar,1620,3,0,13380.08,5
1874,Indira Nagar,1705,3,0,13278.3,4
1875,HSR Layout,1481,3,2,8786.07,4
1876,Jayanagar,1370,3,1,10991.0,5
1877,BTM Layout,1531,2,3,7731.45,4
1878,Indira Nagar,1229,4,2,7258.43,5
1879,Electronic City,613,3,3,2980.48,1
1880,Electronic City,1012,3,2,5898.38,3
1881,Jayanagar,1755,1,3,12004.95,5
1882,Indira Nagar,921,2,3,6649.83,4
1883,Koramangala,1765,3,2,12861.92,3
1884,BTM Layout,1226,4,1,6801.99,1
1885,Electronic City,1361,3,3,6405.77,2
1886,Indira Nagar,1471,4,0,10383.83,1
1887,Jayanagar,974,5,3,6586.16,3
1888,Indira Nagar,798,2,3,6714.05,1
1889,Electronic City,1185,2,2,5504.13,3
1890,Jayanagar,1381,2,1,9403.37,1
1891,Koramangala,1270,5,2,8830.65,4
1892,Electronic City,1136,3,3,5584.98,2
1893,Koramangala,1388,4,2,11817.82,3
1894,Electronic City,843,1,2,3954.41,1
1895,HSR Layout,1688,4,3,12315.27,2
1896,BTM Layout,1690,3,2,10325.79,4
1897,Jayanagar,1090,5,0,6809.97,3
1898,Marathahalli,1482,3,1,6189.21,2
1899,HSR Layout,1353,1,1,6401.98,1
1900,Electronic City,1762,3,3,6566.96,4
1901,Koramangala,998,3,2,9481.53,4
1902,BTM Layout,1201,3,2,7458.88,3
1903,Marathahalli,1819,5,3,7002.89,4
1904,HSR Layout,621,1,3,3665.54,1
1905,BTM Layout,743,2,2,4023.0,2
1906,BTM Layout,1565,5,2,8858.97,5
1907,Electronic City,834,4,0,2931.13,3
1908,Jayanagar,1608,4,0,11216.79,3
1909,Indira Nagar,1780,5,3,9666.29,3
1910,Electronic City,1312,3,3,6127.09,2
1911,HSR Layout,962,5,2,6334.51,2
1912,HSR Layout,1870,5,1,15011.55,4
1913,BTM Layout,1111,1,0,7679.73,1
1914,Indira Nagar,1228,5,1,7296.66,1
1915,BTM Layout,1414,4,3,10878.95,2
1916,Koramangala,1219,3,3,10433.93,3
1917,Indira Nagar,1062,1,2,9419.95,1
1918,Jayanagar,1799,4,2,14968.2,5
1919,Jayanagar,1365,2,0,6879.23,5
1920,Whitefield,766,4,0,4593.14,1
1921,Indira Nagar,1688,5,0,13870.81,4
1922,Whitefield,623,5,2,3713.39,1
1923,BTM Layout,1282,4,3,7577.36,1
1924,Electronic City,1110,3,2,4145.93,4
1925,Marathahalli,1180,5,2,7599.27,5
1926,Koramangala,1359,2,1,13140.33,4
1927,Jayanagar,1445,5,0,12304.76,2
1928,Electronic City,1593,3,3,6654.02,3
1929,Whitefield,1412,2,0,7543.0,4
1930,HSR Layout,924,4,1,7078.37,2
1931,Koramangala,1430,4,0,12261.79,1
1932,Indira Nagar,1077,3,0,9425.3,4
1933,Indira Nagar,1795,2,3,14343.11,4
1934,BTM Layout,731,4,2,5538.42,2
1935,Jayanagar,1149,2,3,9606.22,2
1936,HSR Layout,1245,5,0,6324.0,3
1937,BTM Layout,892,5,1,3832.14,1
1938,BTM Layout,1251,5,3,9639.24,4
1939,Koramangala,1054,5,1,6886.48,4
1940,Jayanagar,1286,3,2,11631.68,5
1941,Whitefield,1305,2,2,5645.56,1
1942,Koramangala,1401,1,0,9524.06,4
1943,Indira Nagar,1464,5,2,13712.84,1
1944,Electronic City,1000,5,3,3651.16,3
1945,BTM Layout,958,5,1,5046.89,2
1946,Jayanagar,1856,3,0,15015.76,5
1947,HSR Layout,1194,2,3,5525.15,5
1948,Indira Nagar,1616,3,2,8954.25,3
1949,Whitefield,1286,2,1,8432.68,5
1950,Jayanagar,1229,3,0,9928.19,3
1951,HSR Layout,1941,5,2,9088.7,5
1952,BTM Layout,1441,5,3,6070.06,5
1953,Indira Nagar,1666,3,3,13880.59,4
1954,Jayanagar,1326,4,2,11628.05,2
1955,Jayanagar,1366,1,1,8852.54,2
1956,Koramangala,1354,4,0,9511.86,5
1957,Whitefield,953,5,3,5415.08,4
1958,Marathahalli,1577,2,0,7356.83,2
1959,HSR Layout,1451,3,1,7475.84,4
1960,Indira Nagar,1758,1,2,14934.12,5
1961,Whitefield,1584,3,2,10936.26,1
1962,HSR Layout,1425,1,3,6661.68,3
1963,Whitefield,939,3,3,6695.85,2
1964,Whitefield,1252,1,2,6031.9,1
1965,Electronic City,891,3,1,3935.96,3
1966,Whitefield,751,5,3,3424.01,1
1967,Marathahalli,1239,3,1,4467.64,5
1968,Marathahalli,1698,3,0,8092.97,5
1969,BTM Layout,1589,2,3,7702.08,1
1970,Koramangala,1716,3,3,11881.18,5
1971,HSR Layout,1163,1,0,6136.69,2
1972,Marathahalli,1138,3,0,5290.02,2
1973,Electronic City,918,3,1,3096.43,4
1974,BTM Layout,624,3,3,3280.66,1
1975,Electronic City,1433,2,3,5602.35,4
1976,Koramangala,1547,2,1,14485.64,4
1977,Koramangala,1136,3,1,11445.81,1
1978,Koramangala,1256,4,0,12928.37,3
1979,Whitefield,1723,2,1,11778.81,3
1980,Whitefield,1365,5,1,7406.53,3
1981,HSR Layout,980,5,0,7985.45,1
1982,Koramangala,1231,2,2,8736.05,1
1983,Indira Nagar,1438,2,2,13333.29,4
1984,Electronic City,755,3,2,3665.52,2
1985,Jayanagar,1528,4,3,9110.48,5
1986,Koramangala,850,1,3,5033.58,3
1987,Marathahalli,1518,1,2,7061.83,4
1988,Koramangala,1271,4,3,11471.27,5
1989,Indira Nagar,1795,5,0,12741.28,4
1990,Koramangala,1155,4,2,11013.13,5
1991,Indira Nagar,1743,4,0,10490.2,5
1992,Indira Nagar,1530,3,0,13969.0,1
1993,BTM Layout,1727,5,0,8921.59,5
1994,HSR Layout,1193,1,1,6361.75,2
1995,Whitefield,727,1,2,4856.26,2
1996,BTM Layout,1017,2,0,4628.86,4
1997,Marathahalli,1567,5,2,7076.51,2
1998,Koramangala,1070,2,3,6185.08,2
1999,Jayanagar,1024,3,3,5225.76,3
2000,HSR Layout,1222,4,3,7556.07,4
2001,BTM Layout,1188,4,2,7122.6,3
2002,Electronic City,1570,4,1,7471.13,5
2003,Electronic City,1437,5,3,7190.61,3
2004,Indira Nagar,1316,4,2,12398.32,5
2005,Whitefield,1650,2,2,10140.36,3
2006,Electronic City,1645,2,1,7569.05,2
2007,HSR Layout,1668,5,3,11432.82,4
2008,Marathahalli,682,3,1,3162.73,1
2009,Marathahalli,1892,1,3,12178.12,4
2010,Indira Nagar,1277,3,1,8908.65,4
2011,Electronic City,1689,4,3,7844.14,3
2012,Electronic City,1334,2,2,7267.05,5
2013,Koramangala,1552,1,3,9333.56,1
2014,BTM Layout,1101,3,3,5181.15,5
2015,Whitefield,1349,1,2,7472.28,1
2016,HSR Layout,1652,5,1,7947.75,5
2017,Electronic City,1669,1,1,9454.83,4
2018,Jayanagar,1004,5,3,8924.59,4
2019,HSR Layout,1593,2,0,12809.13,2
2020,Marathahalli,838,2,2,3958.25,1
2021,Indira Nagar,1510,3,0,10665.3,4
2022,HSR Layout,1268,3,1,9758.37,4
2023,BTM Layout,1611,4,3,11025.43,2
2024,HSR Layout,1670,4,3,14085.19,3
2025,BTM Layout,1577,3,2,8245.14,1
2026,Jayanagar,937,2,2,8149.47,2
2027,Marathahalli,1124,4,0,4086.78,2
2028,Koramangala,1308,5,1,12243.72,3
2029,Electronic City,851,1,0,3500.28,2
2030,Electronic City,1427,5,0,7820.73,1
2031,BTM Layout,1531,4,3,11050.86,3
2032,Electronic City,1189,4,3,6950.29,5
2033,Koramangala,1184,2,1,11414.05,1
2034,HSR Layout,1677,1,3,11735.54,5
2035,Koramangala,1938,2,3,18117.23,5
2036,Koramangala,1524,4,3,14455.93,4
2037,Koramangala,937,4,3,6786.1,2
2038,HSR Layout,1609,4,0,11960.25,4
2039,Koramangala,1925,4,3,19657.45,5
2040,Marathahalli,1277,4,0,7625.37,5
2041,HSR Layout,954,3,3,5944.05,3
2042,HSR Layout,1381,1,0,7184.47,4
2043,Whitefield,1468,3,1,8939.53,1
2044,Whitefield,1991,5,1,10594.06,5
2045,Koramangala,1945,3,1,16868.66,5
2046,HSR Layout,981,4,2,7927.33,3
2047,Marathahalli,1211,2,3,4882.53,2
2048,Indira Nagar,1760,3,0,10238.05,3
2049,Indira Nagar,1194,5,0,7105.18,4
2050,BTM Layout,1981,5,3,14887.05,5
2051,Whitefield,1559,2,3,6153.35,4
2052,Whitefield,1050,5,1,5577.75,4
2053,Marathahalli,869,4,1,3053.62,3
2054,Whitefield,762,2,3,3421.44,2
2055,Marathahalli,1340,1,0,5658.93,4
2056,HSR Layout,903,3,0,5097.71,2
2057,Jayanagar,1661,1,0,11395.29,2
2058,Jayanagar,1152,3,0,8937.88,5
2059,Electronic City,733,2,1,2625.66,1
2060,Jayanagar,1150,1,1,7714.46,5
2061,Koramangala,1034,4,3,9569.56,2
2062,Electronic City,1270,5,0,6232.26,2
2063,Koramangala,1677,3,0,12001.69,2
2064,Jayanagar,1368,1,1,12313.11,2
2065,Marathahalli,1754,5,1,9516.95,4
2066,Whitefield,1478,4,3,8166.43,2
2067,Indira Nagar,1249,1,2,10150.03,3
2068,Electronic City,1125,1,0,5331.76,3
2069,Jayanagar,1694,1,1,10193.89,2
2070,BTM Layout,1432,3,0,8355.57,4
2071,Whitefield,844,4,1,4662.3,3
2072,Koramangala,1598,1,1,14154.27,2
2073,BTM Layout,1026,1,2,4919.44,2
2074,Koramangala,1101,5,0,6528.5,1
2075,Koramangala,938,3,0,9657.02,2
2076,Electronic City,789,4,1,2789.73,2
2077,BTM Layout,1151,3,2,5086.55,5
2078,Electronic City,1243,5,2,4297.73,4
2079,Jayanagar,705,4,3,4737.56,1
2080,HSR Layout,1229,5,0,6188.2,3
2081,Electronic City,1234,2,1,5168.35,2
2082,Koramangala,1287,5,3,7522.73,5
2083,Indira Nagar,981,2,1,7905.64,2
2084,Whitefield,895,2,2,4355.49,2
2085,BTM Layout,1266,3,3,5593.06,1
2086,Marathahalli,1759,1,0,11282.52,5
2087,Marathahalli,1879,3,1,10128.58,5
2088,Jayanagar,1431,3,0,10617.84,2
2089,Electronic City,624,1,1,1988.23,1
2090,Jayanagar,1896,3,1,12597.98,5
2091,Indira Nagar,1492,1,2,11227.66,1
2092,HSR Layout,688,5,3,3549.59,1
2093,Marathahalli,1578,1,2,9582.46,3
2094,Electronic City,1158,3,3,6309.88,3
2095,Jayanagar,1242,3,0,9094.4,1
2096,HSR Layout,1381,1,0,7534.07,4
2097,Whitefield,1657,1,2,11475.72,5
2098,BTM Layout,1963,2,2,9960.25,5
2099,HSR Layout,1532,1,0,10585.2,2
2100,Marathahalli,1264,1,1,6092.67,5
2101,Koramangala,879,4,1,5076.87,3
2102,Indira Nagar,1251,4,0,7641.99,5
2103,Jayanagar,1040,1,2,5926.24,5
2104,Marathahalli,815,2,1,5038.11,1
2105,Marathahalli,1694,5,1,10264.0,2
2106,Jayanagar,1023,4,2,8870.74,4
2107,Indira Nagar,1816,2,1,16149.93,4
2108,BTM Layout,1418,3,3,8887.66,1
2109,Whitefield,1678,5,1,7781.7,4
2110,Jayanagar,1940,2,3,10223.34,5
2111,Whitefield,1473,5,3,7849.96,2
2112,Marathahalli,1327,4,3,5499.32,1
2113,Whitefield,1583,4,3,6135.3,5
2114,Indira Nagar,1477,1,0,11177.52,5
2115,Koramangala,1165,5,2,11253.64,3
2116,Electronic City,1005,2,1,3936.83,5
2117,Electronic City,1325,2,0,4708.33,5
2118,Indira Nagar,609,4,1,3472.9,1
2119,Marathahalli,1674,4,1,6187.98,2
2120,Marathahalli,1690,4,1,6179.95,3
2121,Whitefield,837,4,2,5423.01,2
2122,Marathahalli,1390,1,3,5709.86,4
2123,Marathahalli,1265,5,2,7117.46,4
2124,BTM Layout,1229,5,1,5595.03,1
2125,Indira Nagar,639,5,1,4910.84,1
2126,Indira Nagar,1328,3,2,12570.69,3
2127,Electronic City,1579,3,3,6786.83,2
2128,Indira Nagar,708,1,1,5623.2,1
2129,Electronic City,812,5,3,3332.62,3
2130,Koramangala,1730,2,2,16495.39,4
2131,Indira Nagar,827,3,1,6167.59,2
2132,BTM Layout,1224,2,1,7633.45,3
2133,Electronic City,1528,2,0,5675.91,5
2134,Whitefield,1098,1,0,4765.49,5
2135,Whitefield,943,3,2,6259.6,2
2136,Electronic City,974,3,2,5560.0,2
2137,HSR Layout,707,3,2,4088.72,1
2138,Koramangala,1703,5,0,11109.79,4
2139,HSR Layout,1357,1,3,7510.86,5
2140,Electronic City,1091,4,2,4167.51,2
2141,Koramangala,1110,2,0,7838.7,4
2142,Koramangala,1323,2,1,13098.43,1
2143,HSR Layout,1051,3,1,5411.07,1
2144,Whitefield,1708,2,2,8506.21,5
2145,Electronic City,1320,3,0,5945.96,1
2146,Whitefield,1410,3,2,8029.08,5
2147,HSR Layout,1666,4,1,13617.47,5
2148,Indira Nagar,1497,3,3,10858.19,3
2149,BTM Layout,1549,3,0,7948.61,3
2150,BTM Layout,1327,3,1,7330.02,3
2151,HSR Layout,1047,5,0,6456.92,4
2152,BTM Layout,1606,4,3,9024.79,3
2153,HSR Layout,1845,5,0,14978.48,5
2154,Electronic City,930,2,3,5197.54,4
2155,Koramangala,1557,5,3,10621.17,5
2156,Jayanagar,922,5,2,5913.93,1
2157,BTM Layout,766,5,0,5129.83,2
2158,BTM Layout,964,5,3,4160.23,4
2159,Koramangala,949,4,0,9738.49,1
2160,Whitefield,1871,3,1,11954.55,4
2161,Whitefield,1549,4,1,6120.0,3
2162,Marathahalli,1274,2,1,7203.12,2
2163,Jayanagar,1091,4,1,6885.08,3
2164,Marathahalli,849,1,3,3593.93,2
2165,Koramangala,1135,4,1,11173.6,5
2166,Koramangala,1219,1,1,11476.5,3
2167,Electronic City,745,5,1,2844.84,1
2168,Jayanagar,1214,2,1,9186.36,5
2169,Jayanagar,1594,4,2,11639.58,4
2170,BTM Layout,1352,4,3,10385.43,3
2171,HSR Layout,841,3,3,5219.92,3
2172,BTM Layout,968,1,0,5589.51,4
2173,HSR Layout,1055,4,1,6034.55,2
2174,Whitefield,870,2,1,5561.19,1
2175,Electronic City,1149,3,0,5868.14,4
2176,Koramangala,1021,5,0,8470.8,1
2177,Marathahalli,1540,2,1,7068.52,5
2178,Electronic City,1160,1,3,5178.58,2
2179,Whitefield,972,4,1,4992.26,4
2180,Indira Nagar,908,1,0,5287.55,2
2181,Whitefield,1554,3,1,8544.59,5
2182,Electronic City,1964,2,3,6340.58,5
2183,Whitefield,999,4,2,4460.36,2
2184,BTM Layout,1666,1,2,9133.28,3
2185,Marathahalli,1150,2,2,7359.16,3
2186,Marathahalli,1271,2,1,4870.85,1
2187,Whitefield,1343,3,0,6233.57,5
2188,Electronic City,1312,1,0,6513.35,3
2189,Whitefield,853,5,3,5319.87,3
2190,BTM Layout,674,5,2,4366.06,1
2191,BTM Layout,704,2,2,2967.85,1
2192,HSR Layout,1312,1,0,10588.76,1
2193,Marathahalli,1750,5,0,7671.82,3
2194,HSR Layout,1631,3,1,7522.97,2
2195,BTM Layout,855,5,3,4886.64,1
2196,BTM Layout,1335,2,0,7071.41,4
2197,HSR Layout,1484,1,3,7577.72,5
2198,Electronic City,1294,2,1,7003.41,3
2199,Indira Nagar,1655,2,0,12221.99,2
2200,BTM Layout,1857,2,1,8376.96,5
2201,HSR Layout,785,3,2,5586.92,1
2202,Koramangala,1924,4,2,17769.8,5
2203,Jayanagar,1766,3,2,9548.19,3
2204,BTM Layout,1005,1,3,5715.81,1
2205,Whitefield,1661,3,0,10764.15,4
2206,Jayanagar,819,3,2,6189.42,2
2207,Marathahalli,1378,5,1,7968.02,5
2208,Jayanagar,1885,5,0,11061.02,4
2209,Whitefield,1891,1,0,11903.75,5
2210,Indira Nagar,957,1,1,6825.71,1
2211,Koramangala,993,1,1,8192.12,2
2212,Jayanagar,1102,3,1,9923.78,2
2213,Jayanagar,1543,3,3,10971.99,3
2214,Koramangala,1950,3,2,18810.39,5
2215,Indira Nagar,1455,5,1,11309.07,2
2216,Electronic City,1246,4,1,3967.54,3
2217,BTM Layout,1465,2,0,8682.57,3
2218,Indira Nagar,709,3,3,5860.63,1
2219,Jayanagar,864,5,1,4522.55,3
2220,Marathahalli,1816,3,0,6853.16,5
2221,BTM Layout,1317,2,2,9302.13,1
2222,Whitefield,1080,1,1,7172.27,2
2223,Koramangala,1193,5,1,9509.53,5
2224,Electronic City,1062,1,1,6132.69,3
2225,Electronic City,1089,2,3,6318.85,3
2226,HSR Layout,1401,5,2,9723.99,2
2227,Indira Nagar,1453,2,0,12753.89,3
2228,BTM Layout,1574,2,0,11878.56,3
2229,Jayanagar,1744,3,3,13164.97,4
2230,Marathahalli,1088,5,1,5495.93,5
2231,HSR Layout,1588,2,0,7316.95,5
2232,HSR Layout,1202,2,2,6712.58,2
2233,Jayanagar,1485,2,2,8506.93,2
2234,Whitefield,1415,2,3,8864.64,3
2235,Jayanagar,1852,3,2,15622.45,4
2236,HSR Layout,1550,1,0,12394.53,2
2237,HSR Layout,1437,4,1,7117.5,2
2238,Electronic City,1978,5,3,9455.86,5
2239,Whitefield,1478,4,1,7760.03,1
2240,Electronic City,1004,2,1,5165.2,5
2241,Whitefield,827,4,0,5182.84,1
2242,Marathahalli,834,2,3,4202.23,3
2243,BTM Layout,1505,3,1,7878.03,4
2244,Jayanagar,615,5,3,3955.74,1
2245,Marathahalli,1064,5,0,6168.42,1
2246,Electronic City,1147,5,1,6418.3,4
2247,Jayanagar,1986,4,0,11709.41,5
2248,Whitefield,729,2,1,4641.71,2
2249,Whitefield,1163,2,0,6107.06,3
2250,BTM Layout,1620,5,0,6820.41,4
2251,Indira Nagar,747,2,1,5944.83,1
2252,Jayanagar,930,1,3,6771.09,3
2253,Marathahalli,1035,1,0,5377.23,3
2254,Marathahalli,1897,2,0,11723.55,5
2255,HSR Layout,1099,1,3,8117.16,2
2256,Jayanagar,1390,3,1,10915.21,2
2257,BTM Layout,1645,5,3,11331.68,2
2258,BTM Layout,981,3,0,6488.81,1
2259,HSR Layout,801,2,2,4304.61,2
2260,Marathahalli,1619,3,2,8591.45,4
2261,Indira Nagar,1778,4,0,17016.39,3
2262,Whitefield,1144,1,0,7863.02,3
2263,Marathahalli,906,2,3,4132.58,3
2264,Indira Nagar,1227,4,3,9181.7,5
2265,Marathahalli,842,1,2,2999.02,3
2266,Electronic City,1684,1,1,9342.82,4
2267,Marathahalli,1575,5,0,7923.82,4
2268,BTM Layout,1291,5,0,8627.12,5
2269,BTM Layout,1707,2,0,8569.41,5
2270,Electronic City,1215,5,3,5603.64,4
2271,HSR Layout,1695,1,2,11175.34,4
2272,BTM Layout,861,2,1,3651.2,1
2273,Jayanagar,1309,1,3,11776.06,4
2274,Jayanagar,1173,2,1,8861.89,4
2275,Indira Nagar,898,4,1,7724.78,1
2276,Jayanagar,1161,3,0,6685.61,1
2277,Jayanagar,1870,5,2,11582.05,5
2278,Koramangala,1793,4,0,15054.71,5
2279,Jayanagar,930,1,1,7121.68,4
2280,Marathahalli,1133,2,1,7355.61,1
2281,Koramangala,1354,4,1,8126.26,5
2282,Koramangala,1316,4,0,11546.82,3
2283,HSR Layout,1471,3,0,9567.58,3
2284,Marathahalli,1665,2,2,7841.88,4
2285,Whitefield,1520,4,1,10094.47,3
2286,BTM Layout,1800,4,0,8349.59,3
2287,Koramangala,1493,1,3,14241.66,5
2288,HSR Layout,1322,3,3,11092.13,2
2289,Electronic City,1463,3,2,5408.52,1
2290,Electronic City,1214,4,1,4264.05,2
2291,Electronic City,904,5,3,2993.89,3
2292,Indira Nagar,1005,2,3,8779.78,2
2293,Indira Nagar,1381,2,0,7382.47,5
2294,Indira Nagar,1107,2,0,7775.79,5
2295,HSR Layout,1056,3,0,5104.73,1
2296,BTM Layout,779,4,2,4178.0,1
2297,Marathahalli,1804,3,2,7586.74,5
2298,HSR Layout,1116,3,0,6671.08,3
2299,Koramangala,1242,5,2,12559.4,5
2300,Jayanagar,1532,2,0,10259.17,2
2301,Whitefield,1173,5,2,4599.5,4
2302,Whitefield,1891,5,0,13284.98,4
2303,Koramangala,1400,5,3,13797.13,4
2304,BTM Layout,1916,2,2,14199.02,5
2305,Marathahalli,1078,3,0,5708.36,3
2306,BTM Layout,1181,2,1,8459.1,2
2307,Indira Nagar,1254,2,0,9703.71,2
2308,Whitefield,1280,2,0,7234.11,3
2309,BTM Layout,1023,3,1,6673.27,2
2310,Marathahalli,630,4,2,2220.05,1
2311,HSR Layout,1350,3,0,6668.71,5
2312,Jayanagar,982,3,2,8197.6,3
2313,HSR Layout,750,4,0,4419.7,2
2314,BTM Layout,1505,5,3,7669.4,4
2315,Jayanagar,1274,1,2,9189.99,3
2316,Whitefield,1092,4,3,5354.65,3
2317,HSR Layout,1490,5,2,11045.21,5
2318,BTM Layout,1451,4,2,6613.38,5
2319,Jayanagar,1021,2,1,6138.56,2
2320,Marathahalli,1020,3,0,5305.65,3
2321,HSR Layout,1751,4,1,10523.28,3
2322,HSR Layout,643,3,1,3525.32,1
2323,Indira Nagar,1989,4,2,14446.74,5
2324,Electronic City,1394,4,3,7406.65,3
2325,BTM Layout,692,3,1,4226.71,1
2326,Marathahalli,1305,3,2,4796.0,2
2327,Whitefield,1044,5,0,5444.13,2
2328,Whitefield,1305,1,0,8608.15,1
2329,BTM Layout,1107,1,1,5261.79,1
2330,Jayanagar,1548,3,2,9390.65,1
2331,BTM Layout,1140,1,3,5919.08,3
2332,BTM Layout,1286,2,1,7744.33,5
2333,BTM Layout,1590,4,3,12106.43,1
2334,HSR Layout,1126,4,3,5924.93,5
2335,BTM Layout,1154,1,1,5857.6,3
2336,Jayanagar,1297,2,2,10814.35,4
2337,BTM Layout,897,4,1,4345.03,2
2338,HSR Layout,864,5,0,6760.64,1
2339,Whitefield,1997,2,1,10390.47,5
2340,Electronic City,1767,3,3,10021.07,4
2341,Jayanagar,1122,2,2,9817.47,2
2342,Indira Nagar,1400,3,3,12038.52,1
2343,Koramangala,1350,4,2,8000.91,3
2344,BTM Layout,1154,2,0,7863.75,2
2345,Jayanagar,1581,3,1,8506.1,4
2346,Electronic City,907,1,0,3867.69,4
2347,Indira Nagar,1684,4,2,13672.38,3
2348,Marathahalli,1005,3,3,4918.77,2
2349,Koramangala,1738,4,3,13598.12,5
2350,BTM Layout,1809,3,3,9912.28,5
2351,BTM Layout,749,5,3,3289.21,2
2352,Indira Nagar,1164,2,2,6527.17,2
2353,Indira Nagar,1350,1,3,8831.04,5
2354,Jayanagar,1063,4,1,8686.91,2
2355,Indira Nagar,1362,3,2,11571.66,2
2356,Whitefield,1257,4,3,8398.74,2
2357,Indira Nagar,1202,2,2,7070.23,2
2358,Marathahalli,1124,1,3,5742.88,1
2359,Electronic City,942,5,2,3476.9,4
2360,Indira Nagar,992,2,1,9280.5,2
2361,Marathahalli,1438,3,3,5391.12,1
2362,BTM Layout,1357,3,2,10327.21,2
2363,Whitefield,1494,1,1,6336.6,4
2364,BTM Layout,1388,4,2,6404.3,3
2365,Koramangala,1458,4,0,12052.19,5
2366,BTM Layout,1858,3,1,10560.82,5
2367,Jayanagar,955,4,3,8532.49,4
2368,Koramangala,1901,4,0,18383.05,5
2369,Jayanagar,1730,3,0,14016.64,4
2370,Whitefield,1557,3,2,10675.53,4
2371,HSR Layout,1790,4,3,13662.76,4
2372,Indira Nagar,1738,4,3,10848.47,5
2373,HSR Layout,1251,2,2,7893.61,1
2374,Whitefield,1300,3,3,9002.37,5
2375,Electronic City,910,1,1,4041.02,3
2376,Jayanagar,1581,4,3,7803.31,1
2377,Jayanagar,795,5,2,6926.09,1
2378,Jayanagar,769,1,1,6568.39,1
2379,Indira Nagar,1025,5,3,7464.81,1
2380,Jayanagar,878,1,3,7092.95,1
2381,BTM Layout,775,3,0,4672.74,2
2382,Koramangala,817,3,3,4834.09,3
2383,Indira Nagar,1305,1,0,9182.65,3
2384,Electronic City,1021,4,0,4284.94,3
2385,Koramangala,838,5,0,5448.74,2
2386,Whitefield,1362,1,3,7941.56,4
2387,HSR Layout,1485,4,3,9746.54,3
2388,Jayanagar,1049,5,2,8968.28,3
2389,Jayanagar,1870,1,2,10500.28,4
2390,BTM Layout,1090,1,0,4978.74,3
2391,HSR Layout,723,4,2,4065.79,1
2392,BTM Layout,1146,4,2,5987.77,5
2393,Electronic City,989,2,3,3484.95,2
2394,Electronic City,808,4,0,2955.53,3
2395,BTM Layout,710,2,1,3118.74,1
2396,HSR Layout,1947,3,0,9969.32,5
2397,Jayanagar,1081,5,1,7038.75,1
2398,Koramangala,1498,5,2,12889.27,2
2399,Koramangala,1047,2,1,9409.4,4
2400,HSR Layout,1688,4,3,9678.59,4
2401,Jayanagar,1644,2,1,12517.84,4
2402,Koramangala,1231,1,2,12605.35,1
2403,Marathahalli,943,3,3,4830.78,4
2404,Electronic City,1328,3,3,5233.89,2
2405,Jayanagar,1354,2,1,9748.9,5
2406,BTM Layout,1264,4,1,8505.34,3
2407,Jayanagar,1869,4,1,13251.34,5
2408,BTM Layout,814,3,0,3738.05,2
2409,Marathahalli,1081,1,1,4895.01,5
2410,Koramangala,1261,5,3,10204.87,2
2411,HSR Layout,1571,3,0,10148.61,5
2412,Whitefield,1448,5,1,7871.11,1
2413,Jayanagar,976,3,2,5152.56,4
